Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Clase Real,Clase Predecida,Prob Mov00,Prob Mov01,Prob Mov02,Prob Mov03,Prob Mov04
9.8007,-1.4664,0.0072,-0.0328,0.0029,0.0434,27.6388,Mov04,Mov04,0.013997,0.035705,0.014013,0.001202,0.935082
9.8043,-1.476,0.0144,-0.0306,-0.0107,0.0424,27.6418,Mov04,Mov04,0.013973,0.029611,0.012721,0.001148,0.942546
9.8414,-1.494,-0.0012,-0.0256,-0.0226,0.0432,27.6388,Mov04,Mov04,0.014982,0.025222,0.011531,0.001098,0.947167
9.9192,-1.5048,-0.0275,-0.016,-0.0216,0.0376,27.6388,Mov04,Mov04,0.01717,0.030857,0.012698,0.001128,0.938147
9.9575,-1.4796,-0.0371,-0.012,-0.0083,0.0248,27.6359,Mov04,Mov04,0.016875,0.048197,0.016456,0.001219,0.917252
9.9611,-1.4449,-0.0263,-0.0123,0.008,0.0176,27.63,Mov04,Mov04,0.016274,0.068979,0.020289,0.001304,0.893155
9.9527,-1.4353,-0.0239,-0.0099,0.0131,0.0224,27.6271,Mov04,Mov04,0.018494,0.071818,0.020593,0.001346,0.887749
9.9216,-1.4497,-0.0383,-0.0128,0.0091,0.0282,27.63,Mov04,Mov04,0.018288,0.060517,0.018649,0.001322,0.901224
9.8952,-1.4629,-0.0431,-0.0152,0.0013,0.0304,27.6241,Mov04,Mov04,0.017414,0.050762,0.016981,0.001283,0.91356
9.8988,-1.476,-0.0515,-0.0152,-0.0067,0.0336,27.6241,Mov04,Mov04,0.017502,0.042474,0.015318,0.001234,0.923472
9.8988,-1.4593,-0.0527,-0.0144,-0.0128,0.0432,27.6271,Mov04,Mov04,0.019375,0.033253,0.013387,0.00119,0.932795
9.8988,-1.4425,-0.0395,-0.0123,-0.0187,0.056,27.6212,Mov04,Mov04,0.023037,0.025247,0.01142,0.001147,0.939149
9.9467,-1.4329,-0.0383,-0.0125,-0.0226,0.0634,27.6182,Mov04,Mov04,0.023984,0.020559,0.010089,0.001074,0.944295
9.9934,-1.4629,-0.0503,-0.0144,-0.0165,0.0605,27.6212,Mov04,Mov04,0.022201,0.023276,0.010557,0.001066,0.9429
9.9838,-1.5167,-0.0766,-0.0125,-0.0037,0.0501,27.6212,Mov04,Mov04,0.021523,0.03552,0.012998,0.001172,0.928787
9.9515,-1.5443,-0.0778,-0.0061,0.0048,0.0402,27.6212,Mov04,Mov04,0.023418,0.052353,0.015951,0.001307,0.906971
9.93,-1.5239,-0.0682,0.0016,0.0072,0.0408,27.6271,Mov04,Mov04,0.028836,0.059127,0.017148,0.001396,0.893492
9.918,-1.5215,-0.0539,0.0189,0.0187,0.0506,27.6271,Mov04,Mov04,0.050028,0.075041,0.018748,0.001581,0.854602
9.9216,-1.4688,-0.0251,0.0333,0.0266,0.0501,27.6329,Mov04,Mov04,0.070786,0.097837,0.021696,0.001723,0.807959
9.8749,-1.4281,0.0024,0.0224,0.0365,0.0362,27.63,Mov04,Mov04,0.049613,0.124037,0.025906,0.001757,0.798687
9.8366,-1.4257,0.0431,0.0115,0.0373,0.0245,27.6359,Mov04,Mov04,0.034962,0.133024,0.027793,0.00172,0.8025
9.8246,-1.415,0.0682,0.0019,0.0304,0.0256,27.6359,Mov04,Mov04,0.028677,0.106367,0.025335,0.001624,0.837996
9.7995,-1.3958,0.0778,-0.0088,0.0168,0.0386,27.6329,Mov04,Mov04,0.025527,0.062908,0.019497,0.001472,0.890596
9.7899,-1.4293,0.0694,-0.0104,0.0005,0.0482,27.6329,Mov04,Mov04,0.026005,0.04143,0.015279,0.001358,0.915927
9.8509,-1.4772,0.0192,-0.0101,-0.0088,0.0426,27.6329,Mov04,Mov04,0.022839,0.038582,0.014409,0.001275,0.922894
9.9335,-1.5071,-0.0144,-0.0083,-0.0056,0.0365,27.6271,Mov04,Mov04,0.021558,0.045005,0.015306,0.001255,0.916876
9.9539,-1.5,-0.0132,-0.0069,0.0011,0.0368,27.6241,Mov04,Mov04,0.022617,0.050476,0.016194,0.001282,0.909431
9.9443,-1.4784,-0.0156,-0.0091,0.0072,0.0373,27.6329,Mov04,Mov04,0.022053,0.053823,0.016915,0.001304,0.905905
9.9096,-1.4676,-0.0383,-0.0109,0.012,0.0368,27.63,Mov04,Mov04,0.021264,0.057845,0.017741,0.001346,0.901804
9.8617,-1.4641,-0.0359,-0.0157,0.0075,0.0384,27.63,Mov04,Mov04,0.019399,0.050146,0.016645,0.001322,0.912488
9.8593,-1.4784,-0.0479,-0.0157,-0.0029,0.0437,27.63,Mov04,Mov04,0.019802,0.039105,0.01443,0.00126,0.925403
9.8869,-1.4928,-0.0479,-0.0107,-0.0117,0.0506,27.63,Mov04,Mov04,0.023182,0.032136,0.012716,0.001216,0.930751
9.9096,-1.5012,-0.0575,-0.0085,-0.0117,0.048,27.63,Mov04,Mov04,0.023419,0.034203,0.013092,0.00122,0.928066
9.9024,-1.5287,-0.0587,-0.0083,-0.0037,0.0338,27.6271,Mov04,Mov04,0.020811,0.049154,0.015968,0.001299,0.912767
9.9072,-1.5538,-0.0467,-0.0019,0.0101,0.0181,27.63,Mov04,Mov04,0.021176,0.084303,0.021164,0.001439,0.87192
9.8761,-1.5371,-0.0347,0.0069,0.0197,0.012,27.6359,Mov04,Mov04,0.025028,0.118223,0.025428,0.001584,0.829737
9.8258,-1.4928,-0.0024,0.0104,0.0165,0.0157,27.63,Mov04,Mov04,0.029139,0.110844,0.025291,0.001643,0.833083
9.8521,-1.4353,0.0108,0.0085,-0.0003,0.0306,27.6329,Mov04,Mov04,0.031851,0.06524,0.019596,0.001496,0.881818
9.8952,-1.3958,0.0168,-0.0005,-0.0136,0.049,27.6329,Mov04,Mov04,0.029772,0.034711,0.013985,0.001273,0.920258
9.9419,-1.3922,0.0275,-0.0064,-0.0173,0.0568,27.6388,Mov04,Mov04,0.027395,0.02655,0.011944,0.001156,0.932956
9.9623,-1.3886,0.0251,-0.0152,-0.0072,0.049,27.6359,Mov04,Mov04,0.020953,0.031684,0.013276,0.001146,0.932941
9.9443,-1.3779,0.0215,-0.024,0.0037,0.0349,27.63,Mov04,Mov04,0.015154,0.042465,0.016006,0.001177,0.925196
9.9,-1.415,0.012,-0.0282,0.0013,0.0266,27.63,Mov04,Mov04,0.012543,0.044982,0.016552,0.001184,0.924738
9.9024,-1.5071,0.0,-0.0258,-0.0093,0.0298,27.6359,Mov04,Mov04,0.013221,0.038078,0.014368,0.001142,0.93319
9.9036,-1.5778,-0.0335,-0.0053,-0.0144,0.0408,27.6329,Mov04,Mov04,0.023583,0.039006,0.013638,0.001248,0.922525
9.9036,-1.5909,-0.0455,0.008,-0.0099,0.0432,27.6329,Mov04,Mov04,0.033485,0.04776,0.01486,0.00137,0.902525
9.9012,-1.5323,-0.0335,0.0093,0.0037,0.0368,27.63,Mov04,Mov04,0.033706,0.065485,0.018176,0.001469,0.881164
9.8713,-1.4784,-0.006,0.0104,0.0139,0.0282,27.6329,Mov04,Mov04,0.032973,0.087484,0.022028,0.001571,0.855944
9.827,-1.4389,0.012,0.004,0.0179,0.0218,27.6359,Mov04,Mov04,0.027314,0.095026,0.023945,0.00159,0.852126
9.8174,-1.4138,0.0371,-0.0016,0.0125,0.0242,27.63,Mov04,Mov04,0.024771,0.078715,0.022157,0.001522,0.872836
9.845,-1.3898,0.0311,-0.0115,0.0029,0.033,27.63,Mov04,Mov04,0.020835,0.051849,0.017916,0.001352,0.908048
9.8785,-1.4246,0.0204,-0.0205,-0.004,0.041,27.6241,Mov04,Mov04,0.017579,0.036782,0.014474,0.001203,0.929962
9.9288,-1.5048,-0.0239,-0.0208,-0.0072,0.0464,27.6124,Mov04,Mov04,0.017563,0.032449,0.012732,0.00114,0.936117
9.9407,-1.5658,-0.0527,-0.0144,-0.0045,0.0474,27.6094,Mov04,Mov04,0.02052,0.036779,0.013042,0.00119,0.92847
9.9479,-1.5754,-0.0551,-0.0029,-0.0029,0.0397,27.6182,Mov04,Mov04,0.02489,0.048756,0.015171,0.001294,0.90989
9.9371,-1.5395,-0.0503,0.004,0.0005,0.0282,27.6182,Mov04,Mov04,0.02629,0.06575,0.01842,0.001396,0.888144
9.9264,-1.4832,-0.0347,0.0045,0.0093,0.0184,27.6212,Mov04,Mov04,0.024628,0.086567,0.022203,0.001468,0.865134
9.9048,-1.4305,-0.0012,0.0013,0.0163,0.0117,27.6153,Mov04,Mov04,0.022019,0.101215,0.025057,0.0015,0.850209
9.8533,-1.4102,0.0144,-0.0061,0.0171,0.0099,27.6153,Mov04,Mov04,0.018615,0.097507,0.025228,0.001494,0.857156
9.8222,-1.4198,0.012,-0.0067,0.0069,0.0195,27.6094,Mov04,Mov04,0.020252,0.072752,0.0215,0.001457,0.884039
9.7983,-1.4485,0.0108,-0.0035,-0.0123,0.0384,27.6212,Mov04,Mov04,0.025689,0.042283,0.015607,0.001364,0.915056
9.8234,-1.4796,-0.0012,0.0005,-0.0333,0.0613,27.6182,Mov04,Mov04,0.033045,0.021897,0.010401,0.001204,0.933453
9.8737,-1.4868,-0.0144,0.0043,-0.0488,0.0762,27.6329,Mov04,Mov04,0.038847,0.013709,0.007808,0.001076,0.938559
9.9395,-1.4784,-0.0168,0.0059,-0.0466,0.0714,27.63,Mov04,Mov04,0.037801,0.015273,0.008298,0.001064,0.937564
9.9946,-1.4964,-0.0299,0.0101,-0.0258,0.0434,27.6271,Mov04,Mov04,0.032833,0.035063,0.013245,0.001225,0.917633
9.9778,-1.5095,-0.0347,0.0101,0.0032,0.0069,27.6271,Mov04,Mov04,0.023828,0.09785,0.023602,0.001449,0.853271
9.9204,-1.4868,-0.0132,0.0091,0.0213,-0.0144,27.63,Mov04,Mov04,0.018916,0.17106,0.032379,0.00156,0.776085
9.8904,-1.4521,-0.0012,0.0099,0.0168,-0.0043,27.63,Mov04,Mov04,0.022173,0.140917,0.029855,0.001586,0.805468
9.894,-1.4162,0.006,0.0115,0.0013,0.0306,27.6271,Mov04,Mov04,0.033682,0.067947,0.020052,0.00149,0.876829
9.8928,-1.3982,-0.0096,0.0045,-0.0179,0.0602,27.6329,Mov04,Mov04,0.03677,0.028931,0.012406,0.001265,0.920628
9.9276,-1.4521,-0.0527,-0.0037,-0.0208,0.0661,27.63,Mov04,Mov04,0.030674,0.022973,0.010518,0.001153,0.934682
9.9359,-1.5215,-0.0886,-0.0043,-0.0115,0.0496,27.6271,Mov04,Mov04,0.025747,0.035276,0.013036,0.001232,0.924709
9.9108,-1.5586,-0.1185,-0.0029,0.0011,0.0293,27.6241,Mov04,Mov04,0.022028,0.061124,0.01762,0.001372,0.897857
9.8773,-1.5658,-0.1245,0.0077,0.0032,0.0234,27.6153,Mov04,Mov04,0.026882,0.078944,0.020212,0.001509,0.872453
9.8713,-1.5502,-0.1161,0.0216,0.0029,0.024,27.6153,Mov04,Mov04,0.037485,0.090712,0.021712,0.001624,0.848468
9.894,-1.4928,-0.079,0.0274,0.0048,0.0258,27.6094,Mov04,Mov04,0.044468,0.094402,0.022612,0.001651,0.836867
9.9048,-1.4234,-0.0347,0.0213,0.0069,0.0266,27.6153,Mov04,Mov04,0.039984,0.087927,0.022692,0.001598,0.847799
9.8773,-1.3803,-0.0132,0.0091,0.0051,0.0304,27.6212,Mov04,Mov04,0.031927,0.070018,0.020824,0.001509,0.875723
9.8761,-1.3611,0.0323,-0.0019,0.0013,0.0408,27.6212,Mov04,Mov04,0.02805,0.049428,0.017371,0.001377,0.903774
9.8988,-1.3922,0.0431,-0.0072,-0.0064,0.0509,27.6212,Mov04,Mov04,0.026817,0.03511,0.014028,0.001252,0.922794
9.9024,-1.4353,0.0347,-0.0083,-0.0091,0.053,27.6182,Mov04,Mov04,0.026362,0.032532,0.013109,0.001223,0.926774
9.9144,-1.4569,0.0359,-0.004,-0.0035,0.0472,27.6212,Mov04,Mov04,0.027831,0.041305,0.014759,0.001287,0.914818
9.9288,-1.4461,0.0263,-0.004,0.0051,0.0381,27.6124,Mov04,Mov04,0.025629,0.054128,0.017284,0.00134,0.90162
9.9096,-1.4437,0.0012,-0.0072,0.0104,0.0304,27.6182,Mov04,Mov04,0.022001,0.064126,0.019191,0.001375,0.893307
9.8833,-1.5,-0.0371,-0.0048,0.0107,0.0232,27.6241,Mov04,Mov04,0.021254,0.075569,0.020544,0.001433,0.8812
9.8569,-1.5227,-0.0682,-0.0035,0.0104,0.0189,27.6182,Mov04,Mov04,0.020724,0.082512,0.021446,0.001475,0.873843
9.8629,-1.5131,-0.0802,-0.0016,0.0037,0.0272,27.6271,Mov04,Mov04,0.023194,0.066807,0.019108,0.00144,0.889452
9.8725,-1.488,-0.079,-0.0024,-0.0024,0.045,27.63,Mov04,Mov04,0.027116,0.045343,0.015358,0.001356,0.910827
9.8833,-1.4892,-0.0682,0.0021,-0.0077,0.0565,27.6271,Mov04,Mov04,0.033615,0.036656,0.013411,0.001325,0.914992
9.918,-1.5012,-0.0515,0.0099,-0.0019,0.0528,27.6271,Mov04,Mov04,0.039352,0.046554,0.015026,0.001394,0.897673
9.9431,-1.4892,-0.0263,0.0128,0.0128,0.036,27.6271,Mov04,Mov04,0.036648,0.077681,0.020084,0.001506,0.864081
9.93,-1.4712,-0.0036,0.0125,0.0264,0.0171,27.6271,Mov04,Mov04,0.030518,0.125026,0.026468,0.001599,0.81639
9.8916,-1.4437,0.0239,0.0091,0.0277,0.008,27.6271,Mov04,Mov04,0.02601,0.139215,0.028974,0.001616,0.804185
9.833,-1.4365,0.0455,0.0037,0.0133,0.0165,27.6271,Mov04,Mov04,0.025677,0.09486,0.024248,0.001563,0.853652
9.8007,-1.4329,0.0443,-0.0024,-0.0069,0.037,27.6271,Mov04,Mov04,0.026833,0.047468,0.016714,0.0014,0.907585
9.7983,-1.4293,0.0383,-0.0045,-0.0189,0.0528,27.6212,Mov04,Mov04,0.028949,0.029756,0.012799,0.001282,0.927214
9.8222,-1.4138,0.0395,-0.0093,-0.0165,0.049,27.6241,Mov04,Mov04,0.024804,0.030576,0.013157,0.001248,0.930216
9.8318,-1.4222,0.0204,-0.0171,-0.0077,0.0314,27.6241,Mov04,Mov04,0.017329,0.042172,0.015988,0.001267,0.923245
9.8474,-1.4712,0.0012,-0.0187,0.0005,0.0187,27.6153,Mov04,Mov04,0.014628,0.058137,0.018703,0.001308,0.907222
9.833,-1.5048,-0.0299,-0.0141,0.0021,0.0189,27.6212,Mov04,Mov04,0.016234,0.063762,0.019231,0.001366,0.899407
9.8055,-1.5586,-0.0838,-0.0043,-0.0056,0.0211,27.63,Mov04,Mov04,0.020205,0.062813,0.018522,0.001431,0.897029
9.839,-1.5766,-0.0946,0.0099,-0.012,0.0189,27.6241,Mov04,Mov04,0.026625,0.068534,0.019113,0.001488,0.884241
9.9012,-1.5299,-0.1041,0.0197,-0.0112,0.012,27.6212,Mov04,Mov04,0.030276,0.08301,0.021607,0.001527,0.86358
9.9563,-1.4676,-0.0886,0.0218,-0.0059,0.0069,27.6241,Mov04,Mov04,0.030063,0.095869,0.023992,0.001525,0.848551
9.9886,-1.3898,-0.0467,0.0163,-0.0048,0.0109,27.6241,Mov04,Mov04,0.028044,0.083483,0.023163,0.00145,0.863861
10.0054,-1.3276,-0.0204,0.0016,-0.0109,0.0277,27.6212,Mov04,Mov04,0.023732,0.0485,0.017716,0.001264,0.908788
10.0401,-1.3288,0.0096,-0.0085,-0.0181,0.0474,27.6241,Mov04,Mov04,0.022507,0.027918,0.012772,0.001088,0.935714
10.0377,-1.3587,-0.0012,-0.0165,-0.0173,0.0533,27.6182,Mov04,Mov04,0.019676,0.023726,0.011414,0.001029,0.944155
9.9958,-1.3994,-0.018,-0.0226,-0.0077,0.0429,27.6271,Mov04,Mov04,0.015805,0.031241,0.013211,0.001083,0.938661
9.9766,-1.4485,-0.0239,-0.0195,-0.0003,0.0314,27.6271,Mov04,Mov04,0.015529,0.044843,0.015853,0.001176,0.922599
9.9395,-1.4581,-0.0299,-0.0072,0.0,0.0285,27.6271,Mov04,Mov04,0.020398,0.055308,0.017714,0.001304,0.905277
9.9228,-1.4629,-0.0192,0.0056,0.0019,0.0322,27.63,Mov04,Mov04,0.029248,0.063109,0.01871,0.001419,0.887515
9.8713,-1.403,-0.006,0.0067,0.0037,0.0352,27.63,Mov04,Mov04,0.031901,0.062719,0.019305,0.001478,0.884597
9.8366,-1.3707,-0.0012,-0.0035,-0.0011,0.0354,27.63,Mov04,Mov04,0.025225,0.051248,0.017924,0.001401,0.904202
9.8366,-1.3755,-0.006,-0.0133,-0.0053,0.0432,27.6329,Mov04,Mov04,0.021323,0.037831,0.015114,0.001283,0.924449
9.8426,-1.4114,-0.0144,-0.0176,-0.0101,0.0546,27.6329,Mov04,Mov04,0.021244,0.02812,0.012419,0.001195,0.937021
9.8282,-1.4629,-0.0383,-0.0187,-0.0099,0.056,27.6359,Mov04,Mov04,0.020868,0.027954,0.012019,0.001199,0.937961
9.8665,-1.5012,-0.0563,-0.0112,-0.0061,0.0448,27.6241,Mov04,Mov04,0.021962,0.038734,0.01413,0.001271,0.923903
9.9072,-1.5,-0.0694,-0.0053,0.0029,0.0314,27.63,Mov04,Mov04,0.021997,0.058242,0.01771,0.001358,0.900693
9.9084,-1.494,-0.0682,0.0019,0.008,0.0224,27.6241,Mov04,Mov04,0.023874,0.078319,0.020915,0.001455,0.875437
9.9192,-1.4712,-0.0539,0.0061,0.0061,0.024,27.6241,Mov04,Mov04,0.026847,0.077111,0.020909,0.001466,0.873667
9.9276,-1.4497,-0.0479,0.0059,-0.0008,0.0306,27.6271,Mov04,Mov04,0.028247,0.061679,0.018696,0.001409,0.889969
9.9335,-1.4377,-0.0299,0.0019,-0.0029,0.0376,27.6271,Mov04,Mov04,0.027755,0.050965,0.016863,0.001346,0.903071
9.918,-1.4126,-0.0287,-0.0075,-0.0005,0.0386,27.63,Mov04,Mov04,0.022782,0.04656,0.016363,0.001298,0.912998
9.8976,-1.4114,-0.0299,-0.0139,0.0011,0.0365,27.6241,Mov04,Mov04,0.019319,0.045998,0.01641,0.001278,0.916996
9.8833,-1.4234,-0.0491,-0.0152,0.0005,0.0392,27.63,Mov04,Mov04,0.019132,0.043483,0.015789,0.001273,0.920322
9.8916,-1.4437,-0.0587,-0.0131,-0.0051,0.048,27.6329,Mov04,Mov04,0.021571,0.035721,0.013852,0.001236,0.92762
9.912,-1.4533,-0.0766,-0.0115,-0.012,0.0584,27.6271,Mov04,Mov04,0.024047,0.027545,0.011764,0.001174,0.935469
9.9587,-1.47,-0.0706,-0.0075,-0.012,0.0605,27.6271,Mov04,Mov04,0.026712,0.027749,0.01155,0.001162,0.932827
9.9707,-1.4557,-0.0658,-0.0091,-0.0011,0.0536,27.6212,Mov04,Mov04,0.024723,0.036125,0.013481,0.001212,0.924459
9.9479,-1.4473,-0.0491,-0.0131,0.0117,0.0421,27.6241,Mov04,Mov04,0.021006,0.050931,0.016549,0.001288,0.910227
9.9048,-1.4629,-0.0515,-0.012,0.0157,0.0378,27.6241,Mov04,Mov04,0.021084,0.059795,0.018042,0.00136,0.899718
9.8593,-1.4928,-0.0479,-0.0083,0.0104,0.0397,27.6241,Mov04,Mov04,0.023585,0.057009,0.01739,0.001398,0.900618
9.8689,-1.4964,-0.0539,-0.0024,0.0013,0.0464,27.6212,Mov04,Mov04,0.028213,0.047494,0.015598,0.001374,0.907321
9.8749,-1.482,-0.0515,0.0003,-0.0029,0.0493,27.6212,Mov04,Mov04,0.030595,0.04336,0.014913,0.00136,0.909772
9.8952,-1.4653,-0.0563,-0.0021,-0.0029,0.0432,27.6212,Mov04,Mov04,0.026805,0.045673,0.015624,0.001338,0.91056
9.9132,-1.4365,-0.0515,-0.0077,0.0021,0.0352,27.6212,Mov04,Mov04,0.021752,0.051608,0.017132,0.001322,0.908186
9.9156,-1.4401,-0.0359,-0.0133,0.0053,0.0333,27.6241,Mov04,Mov04,0.018957,0.052379,0.017289,0.001295,0.91008
9.9036,-1.47,-0.0491,-0.0149,0.0045,0.0362,27.63,Mov04,Mov04,0.018744,0.049237,0.016412,0.001284,0.914322
9.8976,-1.5012,-0.0622,-0.0096,0.0,0.0421,27.63,Mov04,Mov04,0.022283,0.045142,0.01526,0.001296,0.916018
9.8928,-1.5071,-0.0658,-0.0021,-0.0032,0.0456,27.6271,Mov04,Mov04,0.02737,0.044546,0.014995,0.001334,0.911755
9.9,-1.4916,-0.0587,0.0048,-0.0011,0.0456,27.6212,Mov04,Mov04,0.032501,0.049693,0.015932,0.001393,0.900481
9.9108,-1.4629,-0.0251,0.0083,0.0005,0.0421,27.6271,Mov04,Mov04,0.034589,0.055193,0.017148,0.001424,0.891646
9.9168,-1.4186,0.0012,0.004,0.0045,0.0389,27.6271,Mov04,Mov04,0.030909,0.057852,0.018115,0.001411,0.891713
9.9156,-1.4078,0.0084,-0.0019,0.0045,0.0389,27.6271,Mov04,Mov04,0.027025,0.053851,0.017613,0.001365,0.900146
9.9276,-1.4234,0.0024,-0.0072,0.0035,0.0426,27.6212,Mov04,Mov04,0.024536,0.047078,0.016176,0.001301,0.910908
9.9216,-1.4473,-0.0359,-0.0099,0.0035,0.0464,27.6241,Mov04,Mov04,0.023545,0.043575,0.015242,0.001281,0.916357
9.8785,-1.488,-0.0599,-0.0109,0.0043,0.041,27.6271,Mov04,Mov04,0.021784,0.048544,0.01602,0.001326,0.912326
9.8593,-1.5167,-0.0682,-0.0088,0.0048,0.0341,27.6271,Mov04,Mov04,0.021334,0.056567,0.017322,0.001376,0.9034
9.845,-1.5155,-0.0622,-0.0013,0.0019,0.0304,27.6241,Mov04,Mov04,0.024442,0.062395,0.018381,0.00144,0.893342
9.8521,-1.482,-0.0515,0.0005,-0.0024,0.0317,27.6271,Mov04,Mov04,0.025705,0.057481,0.017922,0.001423,0.897468
9.8833,-1.4281,-0.0311,-0.0037,-0.0072,0.0376,27.6241,Mov04,Mov04,0.024403,0.044947,0.016073,0.001323,0.913253
9.9156,-1.4246,-0.0371,-0.0107,-0.0096,0.0429,27.6241,Mov04,Mov04,0.021401,0.036247,0.014222,0.00122,0.92691
9.9419,-1.4724,-0.0479,-0.0101,-0.0061,0.0453,27.63,Mov04,Mov04,0.022153,0.037644,0.013969,0.001217,0.925017
9.9347,-1.506,-0.0551,-0.0061,0.0016,0.0426,27.63,Mov04,Mov04,0.024235,0.047482,0.01549,0.001298,0.911494
9.9192,-1.5131,-0.0455,-0.0016,0.0083,0.0357,27.6329,Mov04,Mov04,0.025763,0.062441,0.017965,0.001394,0.892437
9.9096,-1.5048,-0.0371,0.0032,0.0125,0.029,27.6329,Mov04,Mov04,0.027266,0.077946,0.020413,0.001472,0.872903
9.8761,-1.4916,-0.0491,0.0051,0.0136,0.025,27.6418,Mov04,Mov04,0.027422,0.086229,0.021882,0.001532,0.862936
9.8629,-1.4569,-0.0383,0.0035,0.0085,0.0264,27.6359,Mov04,Mov04,0.026786,0.075959,0.020998,0.001504,0.874753
9.8414,-1.415,-0.0299,-0.0061,-0.0013,0.0362,27.63,Mov04,Mov04,0.023471,0.049553,0.017155,0.001374,0.908447
9.8414,-1.4006,-0.0227,-0.0136,-0.0109,0.0509,27.6271,Mov04,Mov04,0.022352,0.030724,0.01318,0.001231,0.932513
9.8952,-1.4281,-0.0239,-0.0141,-0.0149,0.0576,27.6212,Mov04,Mov04,0.022887,0.025569,0.011549,0.00115,0.938846
9.9144,-1.4868,-0.0551,-0.0173,-0.0048,0.0434,27.6241,Mov04,Mov04,0.01845,0.036791,0.013818,0.001196,0.929745
9.9132,-1.5167,-0.0575,-0.0155,0.0117,0.0179,27.6241,Mov04,Mov04,0.015272,0.073124,0.020178,0.001338,0.890089
9.8725,-1.482,-0.0299,-0.0099,0.0192,0.0067,27.6271,Mov04,Mov04,0.016009,0.103006,0.024956,0.001461,0.854569
9.8306,-1.4437,-0.006,-0.0037,0.0096,0.0136,27.6359,Mov04,Mov04,0.02017,0.08595,0.023237,0.001496,0.869147
9.8485,-1.4269,-0.0072,-0.0024,-0.0085,0.033,27.6329,Mov04,Mov04,0.024491,0.048272,0.016935,0.001363,0.908939
9.8928,-1.4365,-0.0263,-0.0083,-0.0203,0.0464,27.6271,Mov04,Mov04,0.023036,0.029863,0.012769,0.001192,0.93314
9.8988,-1.4629,-0.0599,-0.0141,-0.0168,0.0456,27.6329,Mov04,Mov04,0.019666,0.030086,0.012636,0.001167,0.936445
9.8857,-1.476,-0.0682,-0.0197,-0.0085,0.0338,27.63,Mov04,Mov04,0.015579,0.03895,0.01469,0.001202,0.929579
9.8701,-1.4868,-0.079,-0.0237,-0.0019,0.024,27.63,Mov04,Mov04,0.012974,0.048501,0.016681,0.001236,0.920607
9.8665,-1.4916,-0.0622,-0.0181,0.0019,0.0208,27.6271,Mov04,Mov04,0.01463,0.058044,0.018321,0.001305,0.9077
9.8904,-1.476,-0.0479,-0.0139,0.0005,0.0216,27.6271,Mov04,Mov04,0.016271,0.058305,0.018424,0.001309,0.905692
9.8821,-1.47,-0.0407,-0.0123,-0.0032,0.0237,27.6241,Mov04,Mov04,0.017241,0.054158,0.017773,0.001306,0.909522
9.8988,-1.4808,-0.0431,-0.0077,-0.0101,0.0258,27.6241,Mov04,Mov04,0.019142,0.04929,0.016747,0.001288,0.913533
9.9383,-1.4748,-0.0563,-0.0053,-0.0123,0.0269,27.6182,Mov04,Mov04,0.019961,0.047504,0.016356,0.001262,0.914916
9.9563,-1.476,-0.0575,-0.0043,-0.0104,0.029,27.6271,Mov04,Mov04,0.020926,0.047845,0.016273,0.001261,0.913694
9.9515,-1.4664,-0.067,-0.0064,-0.0067,0.0285,27.6241,Mov04,Mov04,0.019923,0.049944,0.01674,0.00127,0.912124
9.9503,-1.4365,-0.0503,-0.0112,-0.0011,0.0293,27.6212,Mov04,Mov04,0.01838,0.050648,0.017107,0.00126,0.912606
9.9407,-1.4257,-0.018,-0.0139,0.0029,0.0328,27.6212,Mov04,Mov04,0.018488,0.049768,0.016952,0.001258,0.913534
9.8821,-1.4389,-0.0335,-0.016,0.0013,0.0306,27.6212,Mov04,Mov04,0.017299,0.049858,0.017085,0.001287,0.914472
9.8497,-1.4629,-0.0515,-0.0147,-0.0037,0.0248,27.6212,Mov04,Mov04,0.01654,0.051718,0.017491,0.00131,0.912941
9.8545,-1.4892,-0.0742,-0.0088,-0.0099,0.0229,27.6182,Mov04,Mov04,0.018075,0.0519,0.017332,0.001326,0.911367
9.8761,-1.4736,-0.0742,-0.004,-0.0109,0.0258,27.6094,Mov04,Mov04,0.020709,0.051077,0.017172,0.001335,0.909708
9.906,-1.4246,-0.0622,-0.0064,-0.0125,0.0293,27.6124,Mov04,Mov04,0.020118,0.044694,0.016316,0.001276,0.917598
9.9395,-1.415,-0.067,-0.0125,-0.012,0.0304,27.6182,Mov04,Mov04,0.017336,0.040656,0.015524,0.001204,0.92528
9.9611,-1.4676,-0.1006,-0.0107,-0.0059,0.0272,27.6182,Mov04,Mov04,0.017403,0.048935,0.01658,0.001239,0.915842
9.9515,-1.4796,-0.1006,-0.0056,0.0019,0.0197,27.6241,Mov04,Mov04,0.018543,0.066399,0.019472,0.001336,0.89425
9.9204,-1.4557,-0.091,-0.0021,0.0043,0.0173,27.6271,Mov04,Mov04,0.020025,0.074508,0.021075,0.001405,0.882987
9.918,-1.4269,-0.0754,0.0011,-0.0003,0.0266,27.6271,Mov04,Mov04,0.023908,0.062109,0.019211,0.001393,0.893379
9.9479,-1.4078,-0.0575,0.0,-0.0069,0.0426,27.6271,Mov04,Mov04,0.027176,0.042585,0.015474,0.001291,0.913473
9.9407,-1.4341,-0.0814,-0.0061,-0.0096,0.0528,27.63,Mov04,Mov04,0.025657,0.032825,0.013095,0.001217,0.927207
